Country Name,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Lao PDR,60.8,61.76,62.98,62.61,62.6,65.01,67.45,70.46,73.22,75.75,80.1,85.78,89.94,95.69,98.22,99.51,98.43,100.24,97.46,93.24,90.06,90.12,88.28,89.32,87.64
Latvia,98.85,100.17,99.32,99.71,103.56,101.55,102.73,100,101.49,99.09,100.3,98.98,98.49,98.76,99.92,101.07,97.99,99.01,99.2,98.64,98.95,98.02,98.52,97.86,..
Lebanon,73.93,73.16,72.26,75.5,75.87,74.2,76.65,79.31,80.31,78.3,79.38,77.02,75.89,74.71,63.29,64.38,67.34,69.55,68.87,69.3,69.61,66.63,69.29,68.63,..
Lesotho,63.51,66.02,69.27,72.65,77.42,75.23,99.03,93.54,90.19,90.55,91.47,91.02,91.31,92.01,88.55,85.15,86.26,..,96.79,85.92,79.54,84.18,75.72,71.87,..
Liberia,..,..,..,..,..,..,55.99,..,52.36,51.75,..,57.49,..,..,52.81,..,60,54.38,..,..,..,59.4,59.02,..,..
Libya,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Liechtenstein,..,..,..,97.54,103.86,101.84,109.14,103.2,101.45,96.83,106.64,100.46,98.97,..,84.46,112.5,103.09,84.77,111.17,95.45,100,94.71,..,..,..
Lithuania,101.79,102.27,102.44,100.68,102.54,101.62,102.73,103.87,98.33,97.97,99.46,97.78,100.55,101.4,100.86,100.25,100.63,101.61,103.45,110.03,108.44,99.45,100.33,106.02,..
Luxembourg,..,..,..,..,..,..,..,..,..,..,89.59,84.54,85.47,84.75,83.83,82.63,81.56,82.56,75.91,79.21,79.23,79.04,78.01,79.33,..
"Macao SAR, China",..,100.3,104.55,99.67,102.15,94.76,97.17,90.8,92.27,91.51,97.22,97.89,99.62,98.68,94.47,99.71,90.84,115.82,100.57,91.36,90.38,96.04,93.78,92.2,93.91
Madagascar,35.39,34.99,34.9,38.62,44.28,54.99,53.4,56.93,62.85,69.22,66.11,67.88,66.99,66.61,67.15,67.57,66.56,66.25,64.27,61.59,59.83,63.49,60.02,61.11,63.72
Malawi,59.95,63.4,65.44,..,58.5,58.91,59.47,61.12,66.08,68.4,66.19,70.39,72.86,76.97,77.67,..,..,..,..,80.11,..,90.75,..,72.81,74.47
Malaysia,102.65,..,90.89,89.91,93.45,97.33,96.22,97.26,101.59,103.77,100.37,101.21,106.76,101.49,99.44,96.66,92.94,92.64,93.28,92.25,95.93,93.47,86.54,93.94,89.89
Maldives,..,..,..,..,..,135.66,126.84,..,109.15,110.51,108.46,103.11,95.99,89.65,95.42,94.31,98.59,96.5,100.15,99.38,..,..,100.08,97.06,98.12
Mali,21.45,23.41,25.47,28.23,29.76,31.38,35.95,38.67,42.64,45.02,47.95,48.62,46.25,..,46.36,44.67,44.38,43.54,..,..,..,..,..,47.14,..
Malta,104.94,102.64,102.45,100.97,102.6,102.42,102.94,99.58,102.33,94.74,101.07,98.91,97.4,100.37,100.89,100.05,99.65,99.48,100.15,97.64,96.26,98.5,94.8,97.04,..
Marshall Islands,..,..,123.99,99.48,..,96.67,104.34,105.1,100,98.82,..,93.37,..,..,..,..,93.32,..,..,108.97,106.81,107.01,97.67,105.13,97.38
Mauritania,..,41.81,40.49,..,..,39.98,40.62,51.87,..,68.22,..,..,67.75,69.43,66.35,67.2,..,65.68,72.14,72.4,74.55,..,..,..,..
Mauritius,..,102.44,98.73,99.89,96.11,97.97,93.19,98.27,94.49,94.16,100.73,97.82,94.03,98.48,93.04,98.25,95.03,92.23,97.39,93.8,92.14,94.91,..,89.87,83.17
Mexico,96.62,97.66,99.19,98.73,100.59,101.4,101.49,102.35,101.73,100.03,100.48,100.32,107.07,110.63,111.77,106.06,104.65,104.39,102.49,102.87,103.16,103.07,102.47,103.85,..
"Micronesia, Fed. Sts.",..,..,..,..,..,..,..,..,..,..,..,..,..,93,91.15,85.22,83.85,81.78,88.7,85.12,80.34,84.14,86.37,86.33,82.59
Moldova,..,..,..,..,..,..,..,..,..,..,92.65,90.17,89.96,92.7,109.72,106.49,106.14,106.79,101.1,99.71,104.06,105.3,107.33,108.76,107.76
Monaco,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,168.18,..,..,..,..,..,..,..,136.25
Mongolia,87.92,94.23,100.69,103,98.36,97.93,..,..,..,..,..,..,..,..,..,98.06,93.81,90.39,99.15,99.8,96.66,84.9,96.9,95.61,94.66
Montenegro,..,..,..,..,..,..,..,..,..,..,..,73.4,96.86,..,..,99.67,97.27,98.41,100.65,97.9,101.27,99.32,109.61,108.66,..
Morocco,52.52,54.89,57.14,62.91,71.62,77.22,80.92,80.74,78.97,77.13,80.74,86.01,95.15,94.2,95.52,95.13,93.38,90.41,90.16,92.14,94.76,97.94,100.41,105.98,107.07
Mozambique,12.19,14.04,16.85,..,23.21,33.57,33.53,38.41,50.85,49.16,54.05,50.81,48.93,47.38,47.9,48.99,..,47.45,52.53,55.11,58.45,..,68.56,..,..
Myanmar,79.82,79.22,79.75,81.54,83.59,..,..,94.33,94.78,95.21,97.47,..,..,..,..,..,..,..,106.81,..,..,..,..,..,..
Namibia,99.39,98.18,97.18,95.05,82.25,83.02,82.92,..,84.4,92.74,92.45,95.02,93.85,93.37,93.72,95.51,98.1,88.75,98.11,96.66,101.7,110.87,104.56,99.32,90.4
Nauru,..,91.6,..,..,..,..,..,95.33,..,..,..,..,105.88,..,100.93,..,126.32,..,..,100,97.74,..,..,121.71,109.15
Nepal,54.91,56.64,60.77,61.63,61.99,66.12,70.59,..,78.55,..,..,..,109.83,109.95,113.96,117.53,123.62,120.7,..,124.38,..,98.35,97.32,117.63,112.59
Netherlands,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
New Caledonia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
New Zealand,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Nicaragua,68.58,70.2,77.65,77.06,77.91,81.82,82.07,82.88,81.6,..,85.25,..,..,..,..,..,..,..,..,..,..,..,82.94,..,..
Niger,14.4,15.04,16.54,16.4,20.6,22.71,25.19,30.49,30.4,32.23,33.4,36.89,40.62,41.29,49.72,..,64.18,..,..,56.9,..,54.61,47.98,44.81,40.59
Nigeria,72,..,..,..,68.79,71.48,76.18,67.47,60.45,64.81,65.52,..,..,..,..,..,..,..,..,..,..,..,..,..,..
North Macedonia,101.1,100.1,100.48,95.18,97.76,95.8,95.22,94.5,99.02,95.71,..,..,..,97.76,95.46,96.74,..,93.55,93.99,91.01,90.42,91.82,93.59,95.23,..
Northern Mariana Islands,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Norway,99.21,99.49,99.34,98.81,99.52,99.58,99.85,99.66,99.94,100.09,99.63,99.85,100.38,99.63,99.94,99.17,99.21,99.42,99.43,99.29,99.35,99.25,99.2,98.76,..
Oman,81.82,82.84,83.15,86.69,..,..,..,..,..,94.22,..,117.18,108.04,102.75,104.24,98.87,101.24,107.25,97.5,99.15,92.35,88.96,86.83,..,..
Pakistan,..,..,..,..,..,44.58,45.17,46.9,46.45,45.84,47.91,46.73,50.22,50.07,51.19,..,50.03,..,52.65,54.75,..,59.25,60.29,63.98,72.85
Palau,92.59,..,..,..,..,..,..,..,..,..,..,..,..,117.76,94.69,..,..,..,..,..,..,101.67,86.44,84.35,..
Panama,91.21,91.5,91.84,..,93.04,92.61,90.96,96.11,99.45,99.37,95.6,99.62,101.33,99.56,95.74,..,..,89.67,..,86.93,87.41,94.7,93.21,93.28,..
Papua New Guinea,49.36,49.11,49.16,51.96,..,..,..,..,..,..,..,..,..,..,67.01,..,70.53,..,..,..,..,86,..,81.23,..
Paraguay,94.8,95.01,96.33,98.42,97.84,99.74,99.24,101.16,101.94,102.9,100.7,96.92,96.75,..,..,..,98.51,..,..,..,84.17,..,86.75,89.82,88.3
Peru,95.33,91.14,91.42,96.9,97.25,97.95,99.65,102.75,102.65,100.71,103.39,100.83,95.2,98.64,99.76,102.16,102.75,94.07,92.58,94.78,..,..,..,..,..
Philippines,..,101.1,93.79,93.52,93.73,94.11,91.51,90.05,91.52,91.05,..,..,..,..,94.47,..,..,103,105.89,98.04,94.84,88.74,85.68,75.83,90.92
Poland,..,..,..,..,..,..,..,..,..,96.73,97.02,96.8,96.56,96.13,96.2,99.94,101.26,106.82,93.84,94.29,..,..,98.05,103.96,..
Portugal,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,99,100.18,101.37,102.33,99.4,104.44,..
Puerto Rico,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,89.63,..,..,81.81,..,..,..,..,65.49,83.05
Qatar,..,..,..,94.12,..,90.52,91,94.21,96.82,100.43,..,99.75,..,98.51,91.43,93.05,93.5,100.78,100.71,99.72,103.72,90.48,95.54,..,..
Romania,93.93,104.6,101.18,95.71,92.62,91.98,92.41,..,89.84,95.87,97.18,98.06,94.71,..,..,92.7,89.61,..,87.94,87.49,86.78,88.5,82.7,81,..
Russian Federation,..,..,..,..,..,..,..,..,..,..,..,..,..,..,95.66,98.12,95.59,..,99.33,99.68,..,..,..,..,..
Rwanda,..,24.49,30.38,41.77,40.63,..,..,..,54.73,75.69,79.91,..,79.05,63.99,69.14,68.32,73.73,85.45,91.02,102.37,..,101.35,..,65.06,73.31
Samoa,96.08,90.66,..,..,..,..,..,102.42,..,96.06,102.71,103.46,97.86,..,99.95,108.29,105.49,105.56,105.31,103.42,97.74,99.03,102.7,97.93,98.39
San Marino,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,96.77,95.36,96.27,93.06,94.48,98.68,94.59
Sao Tome and Principe,..,..,60.8,57.08,70.78,74.16,..,72.3,75.28,84.13,85.77,110.37,..,97.09,89.69,..,80.91,87.19,..,..,..,..,..,..,..
Saudi Arabia,..,..,..,..,..,108.9,..,114.74,117.14,..,..,124.95,131.85,99.67,..,..,..,102.56,102.53,98.6,96.93,96.28,120.4,..,99.65
Senegal,32.13,36.85,40.32,41.03,43.66,48.74,47.9,49.76,58.02,59.39,59.19,62.39,62.71,64.28,64.43,62.08,..,..,..,67.92,68.13,71.64,60.79,71.71,73.89
Serbia,..,..,..,..,..,..,..,100.61,104.8,95.88,96.6,104.25,98.24,99.3,102.26,101.08,98.3,99.09,98.86,98.43,97.78,98.15,96.39,..,..
Seychelles,106.53,111.69,109.76,108.61,104.05,107.55,..,101.86,102.6,100,116.39,112.78,101.08,93.9,120.63,112.01,129.5,155.3,128.47,140.86,133.5,167.04,100.91,93.46,93.85
Sierra Leone,..,..,..,..,..,..,..,66.93,..,..,..,66.48,63.09,62.12,..,61.31,70.83,71.36,84.76,85.82,89.91,101,106.23,101.72,101.75
Singapore,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,99.19,99.25,100.03,97.82,102.18,99.97,99.51,96.68,..
Sint Maarten (Dutch part),..,..,..,..,..,..,..,..,..,..,..,..,90.48,..,124.12,..,..,..,..,..,..,..,..,..,..
Slovak Republic,98.75,100.88,99.05,99.49,102.87,100.85,97.86,97.72,98.04,96.87,97.09,99.07,95.63,94.61,93.59,93.98,93.8,94.81,92.82,91.38,96.55,92.65,96.65,99.79,..
Slovenia,97.79,98.88,96.34,105.4,..,..,..,..,94.31,95.39,97.48,96.99,97.5,97.89,97.39,98.74,96.63,97.19,98.64,97.29,97.43,97.77,97.74,96.83,..
Solomon Islands,..,..,..,..,..,..,..,..,..,..,..,86.98,84.53,83.2,83.47,83.58,83.98,85.22,84.57,83.01,78.55,..,..,69.11,71.91
"Somalia, Fed. Rep.",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
South Africa,74.15,..,81.79,85.76,90.17,..,..,..,..,..,..,..,..,..,..,91.08,91.93,..,94.73,94.5,93.85,95.61,94.84,94.5,..
South Sudan,..,..,..,..,..,..,..,..,..,..,..,20.2,..,..,..,..,..,..,..,..,..,..,..,..,..
Spain,..,..,..,..,100.53,..,99.89,99.84,99.16,98.57,99.08,96.68,97.06,96.7,96.7,96.25,95.28,97.18,96.26,97.24,96.54,99.14,98.7,99.33,..
Sri Lanka,..,102.61,105.96,99.28,..,94.3,93.98,91.82,88.48,90.16,95.67,97.26,95.62,95.11,94.16,94.26,95.93,97.45,..,94.63,93.47,97.12,96.08,95.44,..
St. Kitts and Nevis,106.55,106.65,107.43,90.93,114.05,109.9,..,101.97,95.53,109.65,102.68,113.56,111.84,118.75,112.61,117.99,111.73,106.85,103.66,110.39,107.46,150.35,..,115.16,..
St. Lucia,..,..,110.05,104.99,103.08,98.56,106.73,101.63,99.69,95.95,93.01,95.46,97.16,95.91,97.41,..,89.82,89.22,89.58,90.86,95.88,..,98.5,91.14,101.35
St. Martin (French part),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St. Vincent and the Grenadines,..,..,..,98.93,111.9,..,..,..,110.15,..,98.13,98.23,103.13,108.72,105.78,109.4,114.19,103.56,123.33,..,..,..,..,110.01,..
Sudan,..,..,..,..,..,..,..,..,..,..,51.81,..,49.96,51.47,51.01,52.13,53.37,55.59,56.87,59.69,..,..,..,..,..
Suriname,..,..,..,..,..,83.52,90.77,74.01,85.76,83.99,83.73,82.05,81.71,82.27,87.17,88.51,89.52,84.32,83.01,85.46,89.46,80.32,..,..,..
Sweden,101.04,100.35,100.07,99.82,99.05,99.53,99.46,99.41,99.69,99.31,98.65,97.62,99.19,99.27,99.02,99.27,99.51,99.66,99.53,98.75,99.59,99.71,99.91,99.59,..
Switzerland,98.77,96.39,97.59,96.79,98.15,96.38,98.15,97.42,98.22,97.92,98.73,97.71,97.71,94.73,97.36,97.55,95.21,97.27,95.4,94.65,95.25,96.39,95.54,98.62,..
Syrian Arab Republic,85.2,86.29,86.96,97.01,97.41,100.94,104.51,104.19,104.19,104.18,102.49,103.88,104.96,63.16,..,..,..,..,..,..,57.9,57.32,59.05,61.29,61.37
Tajikistan,..,..,..,..,..,..,..,..,..,90.24,94.06,102.83,93.42,..,89.82,88.96,86.85,89.48,..,..,..,..,..,..,..
Tanzania,51.01,56.9,60.66,..,58.71,54.82,72.16,81.98,..,100.77,86.84,85.12,82.05,77.9,..,63.06,65.12,71.34,71.18,68.03,71.29,77.19,..,95.09,83.96
Thailand,..,87.16,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,96.74,97.45,98.55,100.41,100.48,104.69,100.9,100.31
Timor-Leste,..,..,..,..,..,..,..,..,98.54,85.66,78.34,84.18,89.11,95.21,99.06,106.31,101.07,99.45,103.57,106.26,103.24,101.11,98.03,93.25,..
Togo,48.47,55.26,..,57.98,60.21,59.75,59.89,..,54.15,54.34,59.42,61.38,65.54,70.56,77.52,..,89.92,87.37,85.71,82.76,83.23,83.51,84.15,86.96,90.95
Tonga,..,98.45,..,..,..,106.84,104.21,..,..,..,..,..,108.89,115.25,..,..,..,..,..,..,100.25,99.18,112.26,105.29,109.85
Trinidad and Tobago,93.43,87.17,..,89.01,93.36,89.98,..,91.54,88.61,90.52,89.27,..,..,..,..,..,..,..,..,..,..,..,..,92.59,..
Tunisia,87.89,89.13,93.1,95.98,99.12,101.69,..,100.11,90.65,88.84,97.63,..,..,95,97.62,99.64,96.36,93.95,..,..,98.04,96.19,..,..,..
Turkiye,..,..,..,..,..,..,..,..,..,..,..,..,..,103.22,99.08,98.8,135.34,92.98,91.3,96.77,100.69,103.48,101.57,..,..
Turkmenistan,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Turks and Caicos Islands,88.96,96.03,108.97,..,104.29,104.57,..,..,..,99.58,..,..,..,..,67.72,69.6,..,..,130.95,..,..,99.29,96.31,..,135.86
Tuvalu,..,116.83,101.92,106.6,108.18,112.28,114.04,..,..,..,..,..,..,..,100.99,118.37,97.92,..,83.17,92.93,114.43,114.58,122.73,113.83,108.25
Uganda,..,52.63,55.93,55.64,53.41,52.84,..,49.65,54.92,73.3,55.14,53.41,54.71,55.08,59.11,..,55.48,53.96,..,..,..,..,..,..,..
Ukraine,95.22,97.9,101.69,..,..,119.57,105.04,104.38,101.23,100.42,100.32,101.91,98.32,99.23,96.92,89.36,87.01,88.25,85.09,89.86,90.27,89.78,..,..,..
United Arab Emirates,..,112.21,107.78,95.67,92.11,90.78,88.31,..,..,..,..,..,..,..,..,..,..,..,104.98,99.65,101.89,98.94,98.53,100.92,..
United Kingdom,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,98.98,98.68,98.57,98.54,100.32,99.63,99.51,100.2,101.34,..
United States,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,97.17,95.48,103.34,101.68,100.29,94.07,..,..
Uruguay,98.98,97.39,99.24,96.21,95.04,97.63,98.26,101.23,103.27,102.39,101.08,101.92,100.07,100.05,101.5,101.11,101.94,..,102.39,..,101.14,100.42,100.86,101.61,..
Uzbekistan,..,100.92,97.04,95.49,95.81,99.59,94.84,95.22,95.43,97.37,96.7,94.37,95.24,92.99,96.4,93.43,97.41,97.96,96.73,96.63,98.81,98.55,98.26,96.32,97.53
Vanuatu,87.77,97.82,..,..,84.05,..,..,83.34,84.21,89.13,89.06,..,..,96.88,..,..,..,..,..,103.7,103.99,105.86,114.3,117.72,113.15
"Venezuela, RB",85.67,87.28,93.3,90.82,91.21,93.23,96.89,98.22,94.92,94.74,93.24,94.9,97.16,96.28,96.6,95.5,93.33,89.52,..,..,..,..,109.88,100.05,105.26
Viet Nam,101.24,105.69,102.2,102.52,..,..,..,..,..,..,..,..,..,97.46,98.42,96.28,99.43,..,100.2,..,..,..,99.2,..,98.7
Virgin Islands (U.S.),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
West Bank and Gaza,93.42,96.64,94.83,100.27,94.08,96.03,..,89.91,89.8,91.11,94.2,92.93,89.41,93.56,94.41,94.51,93.78,97.99,94.87,93.75,96.41,92.92,93.38,90.26,..
"Yemen, Rep.",..,33.45,34.71,38.31,39.16,41,..,..,46.42,..,47.62,..,51.35,52.37,..,..,53.87,..,..,..,..,..,..,..,..
Zambia,54.41,..,53.52,..,64.51,68.36,77.25,80.57,84.55,79.63,102.14,84.01,88.66,79.77,..,..,..,..,..,..,..,..,..,..,..
Zimbabwe,..,97.19,92.4,91.38,..,..,..,..,..,..,..,..,88,87.54,85.99,89.95,89.23,88.66,89.03,87.76,89.34,84.46,84.87,87.55,87.96